timestamp,segment_id,vehicle_count,avg_speed
2024-01-01 00:00:00,1,15,47.00965844244113
2024-01-01 00:15:00,1,54,29.407444906406106
2024-01-01 00:30:00,1,33,48.21088873566783
2024-01-01 00:45:00,1,8,48.614872518195156
2024-01-01 01:00:00,1,29,44.295052445296704
2024-01-01 01:15:00,1,29,39.65556006304553
2024-01-01 01:30:00,1,34,37.88506453536569
2024-01-01 01:45:00,1,24,41.49998578675414
2024-01-01 02:00:00,1,22,47.391448623720635
2024-01-01 02:15:00,1,40,36.60462258567622
2024-01-01 02:30:00,1,36,37.43796746644414
2024-01-01 02:45:00,1,33,47.67369186132363
2024-01-01 03:00:00,1,15,48.62405148903103
2024-01-01 03:15:00,1,31,53.71916339239668
2024-01-01 03:30:00,1,14,53.540351570755384
2024-01-01 03:45:00,1,52,34.28601051959522
2024-01-01 04:00:00,1,43,29.478280461946927
2024-01-01 04:15:00,1,43,45.791610818701336
2024-01-01 04:30:00,1,5,56.72764633901407
2024-01-01 04:45:00,1,32,41.179771929631016
2024-01-01 05:00:00,1,29,47.64356569117498
2024-01-01 05:15:00,1,38,40.722152971573756
2024-01-01 05:30:00,1,20,48.8119649640168
2024-01-01 05:45:00,1,19,57.76767511258495
2024-01-01 06:00:00,1,35,40.63364437312656
2024-01-01 06:15:00,1,55,29.09636647151276
2024-01-01 06:30:00,1,40,42.43643159250032
2024-01-01 06:45:00,1,18,45.01628384684447
2024-01-01 07:00:00,1,16,56.91916995906833
2024-01-01 07:15:00,1,16,58.33026442026941
2024-01-01 07:30:00,1,32,36.36137660748601
2024-01-01 07:45:00,1,10,56.16099206229691
2024-01-01 08:00:00,1,18,49.96642914359693
2024-01-01 08:15:00,1,39,41.78281468985798
2024-01-01 08:30:00,1,40,41.31890981297227
2024-01-01 08:45:00,1,31,47.24226688364606
2024-01-01 09:00:00,1,22,56.372429802587334
2024-01-01 09:15:00,1,39,30.458026070902918
2024-01-01 09:30:00,1,26,42.04405725273967
2024-01-01 09:45:00,1,44,37.42836069282037
2024-01-01 10:00:00,1,52,31.39004122986643
2024-01-01 10:15:00,1,49,29.622972964137
2024-01-01 10:30:00,1,41,45.18765870359
2024-01-01 10:45:00,1,12,61.90815666827065
2024-01-01 11:00:00,1,25,46.620915188779584
2024-01-01 11:15:00,1,27,44.98591704609372
2024-01-01 11:30:00,1,41,41.303483296049606
2024-01-01 11:45:00,1,15,46.40202187918573
2024-01-01 12:00:00,1,21,49.38918611908451
2024-01-01 12:15:00,1,25,62.846257506944724
2024-01-01 12:30:00,1,43,36.846121150823514
2024-01-01 12:45:00,1,36,45.44095898845719
2024-01-01 13:00:00,1,17,51.71808179512643
2024-01-01 13:15:00,1,12,61.47934078580617
2024-01-01 13:30:00,1,20,46.230006217748574
2024-01-01 13:45:00,1,13,53.40000450499393
2024-01-01 14:00:00,1,17,48.074891335738656
2024-01-01 14:15:00,1,31,45.92279598078266
2024-01-01 14:30:00,1,29,46.31037750750734
2024-01-01 14:45:00,1,27,47.798776141863044
2024-01-01 15:00:00,1,26,44.617085961966886
2024-01-01 15:15:00,1,33,38.34579240406024
2024-01-01 15:30:00,1,18,50.09665051069823
2024-01-01 15:45:00,1,32,52.2941850473149
2024-01-01 16:00:00,1,15,48.28330748015427
2024-01-01 16:15:00,1,39,45.57640773121908
2024-01-01 16:30:00,1,18,56.78809755954134
2024-01-01 16:45:00,1,32,37.192787351323524
2024-01-01 17:00:00,1,26,51.86756275312857
2024-01-01 17:15:00,1,23,52.982593934584884
2024-01-01 17:30:00,1,14,57.574759187318456
2024-01-01 17:45:00,1,37,43.56114170616664
2024-01-01 18:00:00,1,27,47.54480396592702
2024-01-01 18:15:00,1,30,50.32125791495559
2024-01-01 18:30:00,1,36,44.06928671705532
2024-01-01 18:45:00,1,20,40.90726605118293
2024-01-01 19:00:00,1,13,57.68429447649273
2024-01-01 19:15:00,1,57,25.584883682616535
2024-01-01 19:30:00,1,16,50.5862640960728
2024-01-01 19:45:00,1,23,54.679497317718024
2024-01-01 20:00:00,1,16,47.1378460180603
2024-01-01 20:15:00,1,38,41.9752295604269
2024-01-01 20:30:00,1,25,47.26992693601978
2024-01-01 20:45:00,1,26,51.363936949430155
2024-01-01 21:00:00,1,9,64.32635453485808
2024-01-01 21:15:00,1,48,38.3828763969574
2024-01-01 21:30:00,1,50,30.319047028462386
2024-01-01 21:45:00,1,32,41.28929809870535
2024-01-01 22:00:00,1,36,49.469091765809445
2024-01-01 22:15:00,1,32,54.10283246188256
2024-01-01 22:30:00,1,18,49.08760932176398
2024-01-01 22:45:00,1,28,47.823424761298504
2024-01-01 23:00:00,1,19,43.10164567380285
2024-01-01 23:15:00,1,33,48.963478894348945
2024-01-01 23:30:00,1,19,53.60676542998553
2024-01-01 23:45:00,1,26,40.26507234489995
2024-01-02 00:00:00,1,55,28.54703774312302
2024-01-02 00:15:00,1,29,51.242981385970786
2024-01-02 00:30:00,1,27,49.41449899493463
2024-01-02 00:45:00,1,22,51.28129248834487
2024-01-02 01:00:00,1,38,43.90447188241381
2024-01-02 01:15:00,1,37,40.96567480917866
2024-01-02 01:30:00,1,46,49.49012062434285
2024-01-02 01:45:00,1,35,44.59425796566639
2024-01-02 02:00:00,1,19,48.65035081631452
2024-01-02 02:15:00,1,38,37.99119066618276
2024-01-02 02:30:00,1,46,36.43177069813956
2024-01-02 02:45:00,1,30,39.46881985934094
2024-01-02 03:00:00,1,13,55.38751496200691
2024-01-02 03:15:00,1,24,44.74412486678222
2024-01-02 03:30:00,1,19,58.14003629884706
2024-01-02 03:45:00,1,23,54.38086595183522
2024-01-02 04:00:00,1,22,48.46692673038063
2024-01-02 04:15:00,1,16,55.602273431253415
2024-01-02 04:30:00,1,15,50.173785651783604
2024-01-02 04:45:00,1,45,43.92035802720556
2024-01-02 05:00:00,1,29,47.06387284367473
2024-01-02 05:15:00,1,40,43.12361008573257
2024-01-02 05:30:00,1,28,48.92956488920778
2024-01-02 05:45:00,1,40,38.17112270013803
2024-01-02 06:00:00,1,51,33.46105191656943
2024-01-02 06:15:00,1,50,40.28297933384947
2024-01-02 06:30:00,1,34,40.740799155557
2024-01-02 06:45:00,1,38,40.016718285569354
2024-01-02 07:00:00,1,20,46.47335157315664
2024-01-02 07:15:00,1,49,29.435005305782976
2024-01-02 07:30:00,1,19,45.351525709845646
2024-01-02 07:45:00,1,9,55.26205154374033
2024-01-02 08:00:00,1,56,25.42010457358579
2024-01-02 08:15:00,1,33,37.74620725632704
2024-01-02 08:30:00,1,20,53.26767203405497
2024-01-02 08:45:00,1,19,54.12215822246599
2024-01-02 09:00:00,1,38,42.72796869612509
2024-01-02 09:15:00,1,36,44.63366521388552
2024-01-02 09:30:00,1,57,26.34248500161098
2024-01-02 09:45:00,1,35,44.39286402587524
2024-01-02 10:00:00,1,29,44.075395845687176
2024-01-02 10:15:00,1,12,56.2959097596999
2024-01-02 10:30:00,1,33,42.955669147843636
2024-01-02 10:45:00,1,46,31.19593768696936
2024-01-02 11:00:00,1,29,42.89965225680558
2024-01-02 11:15:00,1,54,37.39507015503613
2024-01-02 11:30:00,1,21,52.96997652994943
2024-01-02 11:45:00,1,39,47.604189218649466
2024-01-02 12:00:00,1,42,35.83352908306388
2024-01-02 12:15:00,1,19,52.994895569118036
2024-01-02 12:30:00,1,51,29.12049423636113
2024-01-02 12:45:00,1,19,50.94780123425474
2024-01-02 13:00:00,1,30,46.42550020373694
2024-01-02 13:15:00,1,55,26.323341847805104
2024-01-02 13:30:00,1,20,49.27323154596677
2024-01-02 13:45:00,1,43,43.959907687167444
2024-01-02 14:00:00,1,33,42.04594746183532
2024-01-02 14:15:00,1,46,33.54782688505681
2024-01-02 14:30:00,1,13,58.661358640023224
2024-01-02 14:45:00,1,17,58.96722886597927
2024-01-02 15:00:00,1,43,41.467376092136284
2024-01-02 15:15:00,1,47,33.03538381705116
2024-01-02 15:30:00,1,12,53.0687588956291
2024-01-02 15:45:00,1,29,47.036982578875424
2024-01-02 16:00:00,1,22,50.835562572773384
2024-01-02 16:15:00,1,26,48.18465770600327
2024-01-02 16:30:00,1,34,43.914792459133416
2024-01-02 16:45:00,1,25,46.254334940757886
2024-01-02 17:00:00,1,31,43.416837655143595
2024-01-02 17:15:00,1,32,37.86120970152739
2024-01-02 17:30:00,1,23,57.202569145492596
2024-01-02 17:45:00,1,15,50.87428458246811
2024-01-02 18:00:00,1,42,33.05820890040605
2024-01-02 18:15:00,1,12,64.70304650250475
2024-01-02 18:30:00,1,18,49.61300833581083
2024-01-02 18:45:00,1,52,24.8036511918014
2024-01-02 19:00:00,1,50,34.9145833092127
2024-01-02 19:15:00,1,42,41.6197967886309
2024-01-02 19:30:00,1,39,43.64512083468273
2024-01-02 19:45:00,1,15,49.75460797494398
2024-01-02 20:00:00,1,12,41.809852663757056
2024-01-02 20:15:00,1,28,42.06140623840802
2024-01-02 20:30:00,1,36,40.20504033087251
2024-01-02 20:45:00,1,22,53.904498621266995
2024-01-02 21:00:00,1,15,47.019108950478206
2024-01-02 21:15:00,1,25,45.7812649538595
2024-01-02 21:30:00,1,30,41.18446326954821
2024-01-02 21:45:00,1,26,48.60352429763657
2024-01-02 22:00:00,1,9,58.440606447003795
2024-01-02 22:15:00,1,37,41.57224199325396
2024-01-02 22:30:00,1,20,50.94074501767217
2024-01-02 22:45:00,1,51,30.32061711603143
2024-01-02 23:00:00,1,46,34.90865459661468
2024-01-02 23:15:00,1,21,45.6014678677435
2024-01-02 23:30:00,1,46,34.212905354462116
2024-01-02 23:45:00,1,34,52.96184843675126
2024-01-03 00:00:00,1,14,51.22400527615235
2024-01-03 00:15:00,1,20,59.59301750555554
2024-01-03 00:30:00,1,29,45.918047553550956
2024-01-03 00:45:00,1,17,55.70187354203145
2024-01-03 01:00:00,1,32,41.44552741223177
2024-01-03 01:15:00,1,37,39.773677836879635
2024-01-03 01:30:00,1,38,42.366424944357604
2024-01-03 01:45:00,1,50,39.73890256659399
2024-01-03 02:00:00,1,29,45.84647104947506
2024-01-03 02:15:00,1,29,33.75286172728237
2024-01-03 02:30:00,1,12,46.428819577595746
2024-01-03 02:45:00,1,58,33.78177239877627
2024-01-03 03:00:00,1,41,36.86916422750835
2024-01-03 03:15:00,1,41,43.657113209896025
2024-01-03 03:30:00,1,37,38.59526638022346
2024-01-03 03:45:00,1,16,44.236640843744205
2024-01-03 04:00:00,1,15,42.19300726051794
2024-01-03 04:15:00,1,35,37.15272106636249
2024-01-03 04:30:00,1,34,48.566124543593645
2024-01-03 04:45:00,1,20,49.82382708771351
2024-01-03 05:00:00,1,15,47.509193837353074
2024-01-03 05:15:00,1,31,49.156129612237045
2024-01-03 05:30:00,1,46,30.933862968687492
2024-01-03 05:45:00,1,43,44.132386873801956
2024-01-03 06:00:00,1,23,47.874022995089895
2024-01-03 06:15:00,1,51,26.766891244677755
2024-01-03 06:30:00,1,19,56.04847391645759
2024-01-03 06:45:00,1,21,42.25629292065477
2024-01-03 07:00:00,1,14,54.57391078602492
2024-01-03 07:15:00,1,24,49.74489531323525
2024-01-03 07:30:00,1,35,33.20088257638439
